external_id,date,feedback_text,rating,product,channel
SCF-2026-0195,2026-06-02,"Pre-ordering the family meal bundle for a weekend family dinner saved time, and collection was ready when promised.",5,Family Meal Bundle,Post-purchase Survey
SCF-2026-0196,2026-08-14,I have reordered the kaya spread jar because the spread was smooth and not excessively sweet on each of my recent visits.,5,Kaya Spread Jar,Google Review
SCF-2026-0197,2026-02-17,Serving the chicken rice bowl at an office lunch was simple because everything arrived clearly packed and ready to share.,4,Chicken Rice Bowl,Post-purchase Survey
SCF-2026-0198,2026-05-01,"This order disappointed me because several pieces were dry and the filling had hardened, so I am unlikely to buy it again soon.",2,Ondeh Ondeh Box,Food Delivery App
SCF-2026-0199,2026-07-13,"On arrival, steam collected inside the box and softened the toast, and the order no longer felt safe or presentable.",2,Kaya Toast Breakfast Set,Email Support
SCF-2026-0200,2026-01-16,"The app marked the nasi lemak bowl as ready, but I still waited more than twenty-five minutes before an early class.",2,Nasi Lemak Bowl,Google Review
SCF-2026-0201,2026-03-30,"Support answered my question about chilli strength, sodium and allergen information in one clear reply, which gave me confidence to complete the order.",4,Sambal Crunch Jar,Post-purchase Survey
SCF-2026-0202,2026-06-11,"My selection for the kopi oat latte disappeared after payment, and the app gave me no way to correct it.",2,Kopi Oat Latte,Live Chat
SCF-2026-0203,2026-08-23,Please add mini loaves and reduced-sugar slices; that would make the pandan chiffon cake work better for my household.,4,Pandan Chiffon Cake,Post-purchase Survey
SCF-2026-0204,2026-02-26,"I hesitated to serve the gula melaka cold brew because the listing did not clearly explain caffeine, sugar and recommended storage information.",3,Gula Melaka Cold Brew,Marketplace Review
SCF-2026-0205,2026-05-10,"The product page needs clearer shellfish, coconut and spice-level information before customers are asked to check out.",3,Laksa Bowl,Marketplace Review
SCF-2026-0206,2026-07-22,"Compact weekday bundles for smaller households are becoming common among people I know, and I would like this café to offer one.",4,Family Meal Bundle,Post-purchase Survey
SCF-2026-0207,2026-01-25,A recyclable or returnable packaging option for the kaya spread jar would influence where I place my regular orders.,4,Kaya Spread Jar,Google Review
SCF-2026-0208,2026-04-08,"The chicken and rice portion was smaller than the menu photo suggested, so the price felt high for what arrived.",3,Chicken Rice Bowl,Google Review
SCF-2026-0209,2026-06-20,Delivery took much longer than the estimate; the warm box made the pieces sticky and the order was no longer enjoyable.,2,Ondeh Ondeh Box,Live Chat
SCF-2026-0210,2026-09-01,"The staff remembered my preference for butter served separately with the kaya toast breakfast set, and that personal service is why I keep returning.",5,Kaya Toast Breakfast Set,Google Review
SCF-2026-0211,2026-03-07,"A colleague recommended the nasi lemak bowl, and the rice was fragrant and the sambal had a balanced heat made my first order worthwhile.",4,Nasi Lemak Bowl,Marketplace Review
SCF-2026-0212,2026-05-19,The bundle price made the sambal crunch jar affordable enough for a pantry restock without exceeding my usual budget.,4,Sambal Crunch Jar,Mobile App Review
SCF-2026-0213,2026-07-31,"Pre-ordering the kopi oat latte for a morning commute saved time, and collection was ready when promised.",5,Kopi Oat Latte,Mobile App Review
SCF-2026-0214,2026-02-03,I have reordered the pandan chiffon cake because the crumb was light and the pandan aroma tasted natural on each of my recent visits.,5,Pandan Chiffon Cake,Marketplace Review
SCF-2026-0215,2026-04-17,Serving the gula melaka cold brew at an afternoon work break was simple because everything arrived clearly packed and ready to share.,4,Gula Melaka Cold Brew,Email Support
SCF-2026-0216,2026-06-29,"This order disappointed me because the noodles were mushy and the broth tasted unusually thin, so I am unlikely to buy it again soon.",2,Laksa Bowl,Google Review
SCF-2026-0217,2026-09-10,"On arrival, two containers opened and leaked into the carrier, and the order no longer felt safe or presentable.",1,Family Meal Bundle,Live Chat
SCF-2026-0218,2026-03-16,"The app marked the kaya spread jar as ready, but I still waited more than twenty-five minutes before an early class.",2,Kaya Spread Jar,Mobile App Review
SCF-2026-0219,2026-05-28,"Support answered my question about calorie, sodium and sauce ingredient information in one clear reply, which gave me confidence to complete the order.",4,Chicken Rice Bowl,Live Chat
SCF-2026-0220,2026-08-09,"My selection for the ondeh ondeh box disappeared after payment, and the app gave me no way to correct it.",2,Ondeh Ondeh Box,Mobile App Review
SCF-2026-0221,2026-02-12,Please add wholemeal bread and butter packed separately; that would make the kaya toast breakfast set work better for my household.,4,Kaya Toast Breakfast Set,Mobile App Review
SCF-2026-0222,2026-04-26,"I hesitated to serve the nasi lemak bowl because the listing did not clearly explain chilli, peanut and cooking-oil information.",3,Nasi Lemak Bowl,Email Support
SCF-2026-0223,2026-07-08,"The product page needs clearer chilli strength, sodium and allergen information before customers are asked to check out.",3,Sambal Crunch Jar,Mobile App Review
SCF-2026-0224,2026-01-11,"Unsweetened plant-based kopi are becoming common among people I know, and I would like this café to offer one.",4,Kopi Oat Latte,Marketplace Review
SCF-2026-0225,2026-03-25,A recyclable or returnable packaging option for the pandan chiffon cake would influence where I place my regular orders.,4,Pandan Chiffon Cake,Food Delivery App
SCF-2026-0226,2026-06-06,"The bottle volume was smaller than the menu photo suggested, so the price felt high for what arrived.",3,Gula Melaka Cold Brew,Food Delivery App
SCF-2026-0227,2026-08-18,Delivery took much longer than the estimate; the noodles absorbed most of the broth in transit and the order was no longer enjoyable.,2,Laksa Bowl,Email Support
SCF-2026-0228,2026-02-21,"The staff remembered my preference for each dish labelled clearly with the family meal bundle, and that personal service is why I keep returning.",5,Family Meal Bundle,Post-purchase Survey
SCF-2026-0229,2026-05-05,"A colleague recommended the kaya spread jar, and the spread was smooth and not excessively sweet made my first order worthwhile.",4,Kaya Spread Jar,Google Review
SCF-2026-0230,2026-07-17,The bundle price made the chicken rice bowl affordable enough for an office lunch without exceeding my usual budget.,4,Chicken Rice Bowl,Food Delivery App
SCF-2026-0231,2026-01-20,"Pre-ordering the ondeh ondeh box for an office tea break saved time, and collection was ready when promised.",5,Ondeh Ondeh Box,Google Review
SCF-2026-0232,2026-04-03,I have reordered the kaya toast breakfast set because the toast was crisp and the eggs were cooked consistently on each of my recent visits.,5,Kaya Toast Breakfast Set,Post-purchase Survey
SCF-2026-0233,2026-06-15,Serving the nasi lemak bowl at a weekday lunch was simple because everything arrived clearly packed and ready to share.,4,Nasi Lemak Bowl,Food Delivery App
SCF-2026-0234,2026-08-27,"This order disappointed me because the topping lost its crunch shortly after opening, so I am unlikely to buy it again soon.",2,Sambal Crunch Jar,Food Delivery App
SCF-2026-0235,2026-03-02,"On arrival, the cup lid loosened and coffee spilled into the carrier, and the order no longer felt safe or presentable.",2,Kopi Oat Latte,Email Support
SCF-2026-0236,2026-05-14,"The app marked the pandan chiffon cake as ready, but I still waited more than twenty-five minutes before an early class.",2,Pandan Chiffon Cake,Google Review
SCF-2026-0237,2026-07-26,"Support answered my question about caffeine, sugar and recommended storage information in one clear reply, which gave me confidence to complete the order.",4,Gula Melaka Cold Brew,Post-purchase Survey
SCF-2026-0238,2026-01-29,"My selection for the laksa bowl disappeared after payment, and the app gave me no way to correct it.",2,Laksa Bowl,Live Chat
SCF-2026-0239,2026-04-12,Please add two-person and vegetarian bundle choices; that would make the family meal bundle work better for my household.,4,Family Meal Bundle,Post-purchase Survey
SCF-2026-0240,2026-06-24,"I hesitated to serve the kaya spread jar because the listing did not clearly explain sugar, egg, coconut and refrigeration information.",3,Kaya Spread Jar,Marketplace Review
SCF-2026-0241,2026-09-05,"The product page needs clearer calorie, sodium and sauce ingredient information before customers are asked to check out.",3,Chicken Rice Bowl,Marketplace Review
SCF-2026-0242,2026-03-11,"Smaller assorted local-dessert boxes are becoming common among people I know, and I would like this café to offer one.",4,Ondeh Ondeh Box,Google Review
SCF-2026-0243,2026-05-23,A recyclable or returnable packaging option for the kaya toast breakfast set would influence where I place my regular orders.,4,Kaya Toast Breakfast Set,Post-purchase Survey
SCF-2026-0244,2026-08-04,"The rice and protein portion was smaller than the menu photo suggested, so the price felt high for what arrived.",3,Nasi Lemak Bowl,Marketplace Review
SCF-2026-0245,2026-02-07,Delivery took much longer than the estimate; the jar arrived warm with oil around the lid and the order was no longer enjoyable.,2,Sambal Crunch Jar,Live Chat
SCF-2026-0246,2026-04-21,"The staff remembered my preference for no added syrup with the kopi oat latte, and that personal service is why I keep returning.",5,Kopi Oat Latte,Google Review
SCF-2026-0247,2026-07-03,"A colleague recommended the pandan chiffon cake, and the crumb was light and the pandan aroma tasted natural made my first order worthwhile.",4,Pandan Chiffon Cake,Marketplace Review
SCF-2026-0248,2026-01-06,The bundle price made the gula melaka cold brew affordable enough for an afternoon work break without exceeding my usual budget.,4,Gula Melaka Cold Brew,Mobile App Review
SCF-2026-0249,2026-03-20,"Pre-ordering the laksa bowl for a rainy-day lunch saved time, and collection was ready when promised.",5,Laksa Bowl,Mobile App Review
SCF-2026-0250,2026-06-01,I have reordered the family meal bundle because the portions were predictable and the included sides were easy to share on each of my recent visits.,5,Family Meal Bundle,Marketplace Review
SCF-2026-0251,2026-08-13,Serving the kaya spread jar at a grocery order was simple because everything arrived clearly packed and ready to share.,4,Kaya Spread Jar,Email Support
SCF-2026-0252,2026-02-16,"This order disappointed me because the chicken was dry and the rice was unevenly cooked, so I am unlikely to buy it again soon.",2,Chicken Rice Bowl,Google Review
SCF-2026-0253,2026-04-30,"On arrival, the dessert box shifted and crushed the top row, and the order no longer felt safe or presentable.",1,Ondeh Ondeh Box,Food Delivery App
SCF-2026-0254,2026-07-12,"The app marked the kaya toast breakfast set as ready, but I still waited more than twenty-five minutes before an early class.",2,Kaya Toast Breakfast Set,Post-purchase Survey
SCF-2026-0255,2026-01-15,"Support answered my question about chilli, peanut and cooking-oil information in one clear reply, which gave me confidence to complete the order.",4,Nasi Lemak Bowl,Email Support
SCF-2026-0256,2026-03-29,"My selection for the sambal crunch jar disappeared after payment, and the app gave me no way to correct it.",1,Sambal Crunch Jar,Mobile App Review
SCF-2026-0257,2026-06-10,Please add no-syrup and adjustable coffee-strength choices; that would make the kopi oat latte work better for my household.,4,Kopi Oat Latte,Mobile App Review
SCF-2026-0258,2026-08-22,"I hesitated to serve the pandan chiffon cake because the listing did not clearly explain egg, dairy, nut and storage information.",3,Pandan Chiffon Cake,Email Support
SCF-2026-0259,2026-02-25,"The product page needs clearer caffeine, sugar and recommended storage information before customers are asked to check out.",3,Gula Melaka Cold Brew,Mobile App Review
SCF-2026-0260,2026-05-09,"Vegetarian versions of familiar local dishes are becoming common among people I know, and I would like this café to offer one.",4,Laksa Bowl,Marketplace Review
SCF-2026-0261,2026-07-21,A recyclable or returnable packaging option for the family meal bundle would influence where I place my regular orders.,4,Family Meal Bundle,Food Delivery App
SCF-2026-0262,2026-01-24,"The jar size was smaller than the menu photo suggested, so the price felt high for what arrived.",3,Kaya Spread Jar,Food Delivery App
SCF-2026-0263,2026-04-07,Delivery took much longer than the estimate; the meal was cold by the time it reached reception and the order was no longer enjoyable.,2,Chicken Rice Bowl,Email Support
SCF-2026-0264,2026-06-19,"The staff remembered my preference for the less-sweet filling with the ondeh ondeh box, and that personal service is why I keep returning.",5,Ondeh Ondeh Box,Live Chat
SCF-2026-0265,2026-08-31,"A colleague recommended the kaya toast breakfast set, and the toast was crisp and the eggs were cooked consistently made my first order worthwhile.",4,Kaya Toast Breakfast Set,Post-purchase Survey
SCF-2026-0266,2026-03-06,The bundle price made the nasi lemak bowl affordable enough for a weekday lunch without exceeding my usual budget.,4,Nasi Lemak Bowl,Google Review
SCF-2026-0267,2026-05-18,"Pre-ordering the sambal crunch jar for a pantry restock saved time, and collection was ready when promised.",5,Sambal Crunch Jar,Google Review
SCF-2026-0268,2026-07-30,I have reordered the kopi oat latte because the coffee remained strong without tasting overly sweet on each of my recent visits.,5,Kopi Oat Latte,Post-purchase Survey
SCF-2026-0269,2026-02-02,Serving the pandan chiffon cake at a small family celebration was simple because everything arrived clearly packed and ready to share.,4,Pandan Chiffon Cake,Food Delivery App
SCF-2026-0270,2026-04-16,"This order disappointed me because the drink tasted diluted and mostly of melted ice, so I am unlikely to buy it again soon.",2,Gula Melaka Cold Brew,Food Delivery App
SCF-2026-0271,2026-06-28,"On arrival, broth escaped from the container and soaked the paper bag, and the order no longer felt safe or presentable.",2,Laksa Bowl,Email Support
SCF-2026-0272,2026-09-09,"The app marked the family meal bundle as ready, but I still waited more than twenty-five minutes before an early class.",2,Family Meal Bundle,Google Review
SCF-2026-0273,2026-03-15,"Support answered my question about sugar, egg, coconut and refrigeration information in one clear reply, which gave me confidence to complete the order.",4,Kaya Spread Jar,Post-purchase Survey
SCF-2026-0274,2026-05-27,"My selection for the chicken rice bowl disappeared after payment, and the app gave me no way to correct it.",2,Chicken Rice Bowl,Live Chat
SCF-2026-0275,2026-08-08,Please add a mixed-flavour box with a less-sweet option; that would make the ondeh ondeh box work better for my household.,4,Ondeh Ondeh Box,Google Review
SCF-2026-0276,2026-02-11,"I hesitated to serve the kaya toast breakfast set because the listing did not clearly explain egg, dairy and bread ingredient information.",3,Kaya Toast Breakfast Set,Live Chat
SCF-2026-0277,2026-04-25,"The product page needs clearer chilli, peanut and cooking-oil information before customers are asked to check out.",3,Nasi Lemak Bowl,Post-purchase Survey
SCF-2026-0278,2026-07-07,"Lower-sodium pantry condiments are becoming common among people I know, and I would like this café to offer one.",4,Sambal Crunch Jar,Google Review
SCF-2026-0279,2026-01-10,A recyclable or returnable packaging option for the kopi oat latte would influence where I place my regular orders.,4,Kopi Oat Latte,Post-purchase Survey
SCF-2026-0280,2026-03-24,"The slice thickness was smaller than the menu photo suggested, so the price felt high for what arrived.",3,Pandan Chiffon Cake,Marketplace Review
SCF-2026-0281,2026-06-05,Delivery took much longer than the estimate; the drink arrived warm after a delayed delivery and the order was no longer enjoyable.,2,Gula Melaka Cold Brew,Live Chat
SCF-2026-0282,2026-08-17,"The staff remembered my preference for noodles packed separately with the laksa bowl, and that personal service is why I keep returning.",5,Laksa Bowl,Google Review
SCF-2026-0283,2026-02-20,"A colleague recommended the family meal bundle, and the portions were predictable and the included sides were easy to share made my first order worthwhile.",4,Family Meal Bundle,Marketplace Review
SCF-2026-0284,2026-05-04,The bundle price made the kaya spread jar affordable enough for a grocery order without exceeding my usual budget.,4,Kaya Spread Jar,Mobile App Review
SCF-2026-0285,2026-07-16,"Pre-ordering the chicken rice bowl for an office lunch saved time, and collection was ready when promised.",5,Chicken Rice Bowl,Mobile App Review
SCF-2026-0286,2026-01-19,I have reordered the ondeh ondeh box because the pieces stayed soft and the gula melaka centre tasted fresh on each of my recent visits.,5,Ondeh Ondeh Box,Google Review
SCF-2026-0287,2026-04-02,Serving the kaya toast breakfast set at a morning meeting was simple because everything arrived clearly packed and ready to share.,4,Kaya Toast Breakfast Set,Post-purchase Survey
SCF-2026-0288,2026-06-14,"This order disappointed me because the rice was hard and the chicken tasted dry, so I am unlikely to buy it again soon.",2,Nasi Lemak Bowl,Marketplace Review
SCF-2026-0289,2026-08-26,"On arrival, oil had seeped past the seal and stained the parcel, and the order no longer felt safe or presentable.",1,Sambal Crunch Jar,Food Delivery App
SCF-2026-0290,2026-03-01,"The app marked the kopi oat latte as ready, but I still waited more than twenty-five minutes before an early class.",2,Kopi Oat Latte,Post-purchase Survey
SCF-2026-0291,2026-05-13,"Support answered my question about egg, dairy, nut and storage information in one clear reply, which gave me confidence to complete the order.",4,Pandan Chiffon Cake,Email Support
SCF-2026-0292,2026-07-25,"My selection for the gula melaka cold brew disappeared after payment, and the app gave me no way to correct it.",2,Gula Melaka Cold Brew,Mobile App Review
SCF-2026-0293,2026-01-28,Please add a vegetarian broth and noodles packed separately; that would make the laksa bowl work better for my household.,4,Laksa Bowl,Mobile App Review
SCF-2026-0294,2026-04-11,I hesitated to serve the family meal bundle because the listing did not clearly explain allergens and ingredients for every included dish.,3,Family Meal Bundle,Email Support
SCF-2026-0295,2026-06-23,"The product page needs clearer sugar, egg, coconut and refrigeration information before customers are asked to check out.",3,Kaya Spread Jar,Mobile App Review
SCF-2026-0296,2026-09-04,"Higher-protein lunch bowls with more vegetables are becoming common among people I know, and I would like this café to offer one.",4,Chicken Rice Bowl,Marketplace Review
SCF-2026-0297,2026-03-10,A recyclable or returnable packaging option for the ondeh ondeh box would influence where I place my regular orders.,4,Ondeh Ondeh Box,Google Review
SCF-2026-0298,2026-05-22,"The toast and egg portion was smaller than the menu photo suggested, so the price felt high for what arrived.",3,Kaya Toast Breakfast Set,Google Review
SCF-2026-0299,2026-08-03,Delivery took much longer than the estimate; the meal reached the office lukewarm and the order was no longer enjoyable.,2,Nasi Lemak Bowl,Food Delivery App
SCF-2026-0300,2026-02-06,"The staff remembered my preference for the medium heat level with the sambal crunch jar, and that personal service is why I keep returning.",5,Sambal Crunch Jar,Live Chat
